k_rock,rho_cp_rock,gradT,u_inf,mass_flow,depth,l_horiz
3.653089805,3941673.571,0.109711038,-0.95074981,7.740359033,2816.135359,2112.988391
3.823239518,4009661.164,0.071777397,-2.611258782,4.341047479,2947.868676,1690.997529
5.223216333,3482293.804,0.112424248,0.856627451,4.901284075,3311.88759,3605.853219
3.773850042,3269917.524,0.039035508,-2.025572831,11.77489836,2902.687541,4514.807789
2.045462232,2563579.843,0.048067738,-1.643018484,8.855079042,2520.784492,3114.439501
1.610660698,2605395.247,0.073839476,-2.247387753,8.278669991,2645.350473,4940.991672
1.672150235,3677450.6,0.105210792,0.431993606,11.09920021,3897.790564,478.7316965
3.894029533,2218085.566,0.027348025,-0.937453214,4.293467148,2920.146323,3328.221141
3.571655862,3184666.182,0.090263508,-2.067266329,10.47688594,4717.233707,4715.047111
3.318001331,3153910.738,0.036731418,-0.432684063,4.732663536,2099.902587,3035.276865
2.657088818,3654840.903,0.071103581,-2.388560257,2.620318096,4147.949494,907.9576073
1.90380391,3006923.477,0.047979914,-0.995218557,4.255599823,2290.280486,2788.035424
3.98595059,3930462.804,0.052792783,-2.458129637,12.49023817,4115.983902,3693.504712
3.615490139,2396658.961,0.114833075,-1.549237991,3.594951185,3036.737824,4086.37244
3.853692784,2518482.493,0.118217819,-1.938766677,6.615556798,2509.059697,3447.906999
3.14117655,2843022.741,0.081520115,0.219508201,4.70491679,2058.594844,1253.167861
3.857531159,3326299.663,0.067330486,-2.191976296,4.123731167,2485.236079,3939.631927
4.950477475,3565850.045,0.053899136,0.811577571,10.30243363,2105.061047,1003.75466
3.006765573,2692782.532,0.105717463,0.432013724,8.998647236,4447.222817,1587.426378
4.79661355,2311289.188,0.078538607,-2.267420897,6.218258098,2778.744068,1571.108857
2.193668283,3409410.654,0.077095971,0.596612814,2.914809274,3520.921726,2795.0704
1.806704707,3873586.081,0.085913209,-2.564231259,6.819608076,2469.333369,4608.840455
2.588905792,2688281.986,0.088757155,0.024002953,7.382350248,4429.427485,1944.272168
2.11043194,4019100.157,0.106826258,-1.483315956,7.356898151,4413.385272,4698.804585
3.065699288,3678887.222,0.041143843,-0.258050953,6.686321456,2424.526661,171.9372699
5.065729922,2946969.096,0.044782651,-2.982226147,5.028626518,2938.720099,2172.041944
1.596675892,3883001.101,0.07159646,-2.059651293,4.95246527,4083.069105,2389.753262
5.055369251,3017541.845,0.027001205,-0.786074264,11.38696615,3767.136135,89.17486194
4.75553323,2554734.3,0.065789273,0.629129821,7.02956669,2291.25874,43.11517601
4.177772921,2637926.73,0.064355031,-2.956458495,3.138762742,3177.95627,2127.080225
4.662267863,4032174.283,0.076635465,-0.377715506,4.792675344,2651.611335,3755.235243
2.238429639,2507359.146,0.115789727,-1.480111482,12.18771211,3374.704412,4648.958545
3.498635385,4026619.521,0.038262633,0.391009143,9.1278908,3065.226231,1005.228476
2.119127789,3418394.504,0.089199604,-1.063656035,6.530064943,2628.294764,762.080425
3.888238472,2253092.988,0.09381241,0.758116961,5.16844465,4195.983526,3798.018654
4.732390056,3933284.842,0.099298788,-0.808702325,3.690607837,3074.962081,980.4376726
2.169561764,3768969.694,0.042383454,-0.463799129,10.3631608,2702.043509,1844.215997
3.303828943,3041982.228,0.039044959,-2.585354662,3.950314655,4141.087274,4777.548816
3.812765023,3958156.717,0.086878254,0.839233712,7.204125947,2968.122916,2113.201665
2.040241643,3389365.087,0.072237908,-0.786982118,7.69859608,4444.878386,1570.57034
1.790438619,3542142.292,0.034232953,-0.801930662,12.13113387,4790.249299,1642.827393
3.694650231,2431594.847,0.036778366,-1.656241651,6.001638129,3182.74046,1334.718729
4.475942021,3822331.262,0.08562269,-1.053383284,8.840443749,4977.283409,3046.969984
2.973703436,3199434.103,0.084789037,0.822150518,11.50541125,3591.710464,580.9469568
3.999789621,4151787.734,0.084474043,-2.817769014,3.548101489,3404.097285,740.5515582
4.048042048,3452728.898,0.076412368,0.439837203,8.962086869,2717.422337,3511.218062
1.807718934,3049366.403,0.022939001,-1.534872511,4.774476008,4851.299436,4361.566115
1.958952796,2884380.137,0.063340979,-0.017021121,4.445529853,4051.591108,821.6254733
2.763977668,3181994.397,0.119797221,-2.902712546,9.684045524,4938.79714,4930.176444
2.612189707,2387370.829,0.057953888,-0.25493686,7.381015848,2682.630533,4840.269041
1.591206356,2852487.705,0.046981486,-1.220195036,5.643409148,2885.464591,4256.771477
4.042931395,2592629.187,0.030237353,-0.549713527,8.433673926,4995.250629,4102.334074
4.534843498,3990775.373,0.087480679,0.510227595,7.853061617,3243.393323,3882.156577
3.066715408,3320312.309,0.112412982,-1.822005304,3.736297882,3184.752466,4787.541813
3.753561549,2335531.892,0.043738518,-2.634453006,3.794061318,4913.365914,3092.059207
2.272307713,4028675.497,0.072051833,-1.155593579,12.46497517,3795.954585,4670.215453
2.540128169,3943680.691,0.069652905,-1.935665612,7.410429732,4663.161029,3872.389881
3.491793291,2554097.206,0.059783488,0.594607402,6.639560093,2281.420354,3976.323767
4.622385178,2276833.373,0.097507357,-0.415610801,10.3665714,4485.964925,2048.642022
1.919120267,3857953.456,0.053643075,-1.958347153,9.122328476,3782.372941,4557.748816
4.639996596,2642446.311,0.097765056,-2.909836846,6.239177043,2731.074893,1814.449963
2.424003596,2183015.356,0.11577564,-1.632034861,7.260912346,4456.363118,2433.44554
4.414688475,3728372.82,0.102736127,-2.855214705,6.028040501,2207.019116,2349.059785
4.768728537,3904278.01,0.066852812,-0.415161027,6.591536121,2622.672035,4807.757884
3.272213638,3602746.997,0.077796424,-0.793940913,3.579867314,2911.907744,3466.091474
4.406754343,2095377.93,0.093456665,-0.28292974,7.66856453,3113.938937,4083.750981
2.377120322,2934787.324,0.100512344,-2.970353314,5.83935577,4556.793329,832.2362778
3.300216577,3270080.995,0.033733106,-2.829105116,5.496629886,3424.732801,1802.160508
1.729611301,4154190.66,0.094397766,-0.80392422,5.00504628,4832.342508,1712.459357
1.732061651,2471290.334,0.029142695,0.111179736,4.847474125,4513.401323,1843.953466
4.02154387,3357270.695,0.028252903,-0.507375149,7.696886549,4763.13431,533.7874081
2.689219508,3946355.112,0.0650736,-0.901796041,6.605683097,2220.904087,3386.892686
1.771343069,3563821.774,0.063101692,-2.328197128,11.73311179,2178.51163,2257.308664
3.40184529,2563265.706,0.026500211,-1.771440025,6.681704836,2374.187277,2096.758587
5.018990662,3929808.361,0.088633298,-2.288585183,3.247631056,2139.826237,4288.719038
3.082395726,4163509.671,0.094077272,0.991346146,6.763686834,3035.95476,1812.20311
3.716908561,2609587.099,0.021844039,-0.279429843,8.564601662,2120.119897,2794.501292
5.200226725,3501593,0.079187017,0.304746043,4.085362367,3269.423318,2186.783485
1.99189647,2467813.625,0.050115623,-1.864045902,7.032705188,3392.977551,4779.322792
2.504410112,2715074.207,0.090917952,-1.241219134,3.380067871,2131.837553,892.9618056
3.799895465,2523659.549,0.119961084,-1.277863179,7.892624857,3282.581885,1208.614054
3.812488786,2702837.189,0.061929732,-2.609171492,8.518744101,2336.01539,1115.226039
4.075570958,4056826.151,0.07974519,0.919129365,12.38568279,2836.602573,3552.557485
3.561606475,4078182.497,0.098119328,-1.148529662,7.502706786,3527.011253,1473.853264
1.636624777,3072554.319,0.038314672,0.630209325,3.508077099,3909.698974,1974.856457
4.021844021,2408666.883,0.086179402,-1.145058637,4.460218916,4756.446496,2919.516266
2.635879947,2939695.435,0.038915985,-1.751105909,7.36832361,3496.350484,2718.780537
2.310346899,2091987.388,0.046031134,0.084614003,11.62942736,3997.451761,3138.416927
2.206283224,2162522.593,0.078360437,-1.825983545,9.548815061,4112.07922,2314.96031
5.073987951,3505866.497,0.084111777,-1.372445107,5.320109264,4120.260331,3375.192188
1.894458933,3921156.349,0.028436484,-2.601975117,11.85576607,2805.957175,387.653234
3.873875156,3856811.299,0.097199555,0.758943661,3.96467826,4483.333583,3927.032667
3.247875316,3412485.782,0.032534855,-2.799455269,9.453447112,4988.730974,1566.87631
4.027012617,2490609.65,0.08754925,-1.684527276,8.538026397,3511.662345,4488.099352
4.726500974,2736024.095,0.080780838,0.835827703,11.2316444,4616.814059,4823.405438
3.280497387,3566483.996,0.094892576,0.15128004,6.085681955,4990.383823,1913.553395
4.093984109,3319103.779,0.032445278,-2.129467613,8.748549751,2708.387838,621.6557183
3.537069329,3770412.96,0.072732864,-2.09224076,9.534350695,3734.368637,3008.749849
3.230446721,3606094.29,0.023006256,-2.428505694,4.807349269,3648.620093,1605.563452
4.291203386,3449332.456,0.100614404,0.395811018,7.332844341,4520.111434,969.9605977
1.898725904,2792083.305,0.069923555,-1.533844738,7.390161702,3134.890821,578.5265515
2.586821086,3614175.369,0.105280113,-2.396353523,10.0351089,2045.752037,4223.502271
5.194996941,3999166.706,0.112732224,-0.139114682,7.477863065,2756.925336,1401.651493
2.822904991,4183278.738,0.116474385,-1.58668345,5.519611385,3455.005925,704.0008565
4.64686923,3679390.863,0.115264064,-2.840706337,9.080884433,2701.71067,4897.211169
4.113995062,3214556.38,0.046586236,-0.55634551,12.34559056,4253.277276,679.5590835
2.689616146,3444870.211,0.051632982,-1.212705558,6.504807771,4263.877117,2252.624464
3.581952175,2946087.783,0.072190345,0.81244079,10.40112307,4517.982858,4126.41093
4.048469639,3363329.888,0.067463401,0.115827517,10.25973508,2530.575394,1179.420526
4.978932315,4060963.558,0.083655457,-0.175139136,4.471579086,3503.541154,2454.883056
3.590445728,3044693.076,0.119403059,-1.961909217,10.98125495,2606.270973,4310.925753
4.74680969,4176731.914,0.065983387,0.423952535,10.48732506,2672.653721,3183.21158
4.114749577,3898529.001,0.090068459,-0.205717308,3.665959496,2727.939444,4785.644822
2.987877622,4083397.372,0.057266564,-1.047580333,10.69909316,2403.249481,1321.242266
2.074565566,3857447.523,0.107870484,-0.7162056,6.272959964,4156.670839,1632.309411
2.819536992,2289129.66,0.058248546,-2.871039237,4.92157735,4738.149207,4913.100987
3.213367794,2274703.046,0.031735908,-2.04759745,3.221837744,4603.587631,79.55450442
3.879046709,4195309.086,0.042679499,0.4112836,12.22614056,3043.754024,2219.001825
3.38427017,3812545.365,0.025731962,-1.518911912,5.372771267,4465.92666,597.9376405
2.69875077,2308131.299,0.10239539,-1.1836786,7.867060506,4799.141873,2485.058365
1.60625886,3843435.709,0.03238577,0.330828786,5.065163658,3898.206701,3478.532713
2.094975846,3728038.37,0.035579653,-0.234490982,7.514042412,3993.836548,2886.403957
1.61602966,3212283.176,0.029379165,-2.963717927,2.69232237,3069.2182,3858.00009
4.480831873,3371409.229,0.048257936,-1.107475822,8.711829004,2845.249588,4239.216533
4.396250804,3983622.472,0.100701638,-1.643927015,12.30838669,3665.505003,430.334648
4.742558292,3972201,0.092625553,0.499823155,11.23848403,4594.332334,152.4353642
2.492233179,3142775.131,0.056132869,-0.343151263,7.673037648,2703.892331,1161.581529
2.410386566,2951147.255,0.079676088,-0.743807583,4.029149824,4625.61138,1952.507302
1.697019341,2952057.786,0.089037243,0.457412176,11.61794489,4488.844215,2422.287114
2.386049401,3374438.034,0.052501613,-0.753126421,10.45001944,3432.517008,3627.648228
2.131754446,2224089.516,0.036601563,-0.609506034,5.147015879,2800.730412,4994.603386
1.830254687,2610039.708,0.077921421,0.379946789,6.802143295,3563.376508,2410.355259
2.844062476,2298989.469,0.118975824,-0.691564885,10.59524943,2124.535256,3005.325308
1.874030601,4104391.903,0.074178858,-1.286270298,7.352908832,2482.551703,448.4714144
5.247237139,3204980.392,0.029559271,-0.829585584,9.631846891,4173.428016,4986.143456
3.658378191,3840502.211,0.061362364,-2.02715967,7.583712462,3617.698198,3543.603337
2.013301033,2689564.61,0.093982583,-1.961220553,12.34020751,4579.603343,3290.01662
4.685401571,2378199.383,0.110571216,-1.178319684,11.02040195,2779.217564,4628.81405
2.556204594,4075959.615,0.031397851,-0.122275656,5.037753116,4487.960407,4423.736196
4.902575808,2770226.441,0.049647751,-2.079243088,5.956537335,4164.044761,3481.698813
4.263884378,2164707.317,0.048218282,-1.958835408,8.93746603,4054.384971,1917.611641
4.9138335,3121860.356,0.045956379,0.645058351,7.097072968,4613.915656,3681.658287
5.218129088,3502002.305,0.051690074,0.980163478,3.694460859,4436.846182,4934.190514
2.191207696,4132591.708,0.117165269,-2.719219346,5.661339364,3160.13968,1547.559912
3.054443507,3382606.665,0.09952113,-1.592949365,10.6175867,2401.07092,3686.027744
2.276972812,2894937.745,0.076441956,-0.96335825,10.10610585,2062.163234,4546.625678
4.669524394,2933005.84,0.036715044,0.739448694,3.817800301,4774.304183,4605.985861
4.42490623,2592051.371,0.023556943,-1.3147155,5.904520542,2805.565878,2079.582822
2.362398235,3840996.303,0.055780398,-0.452028669,5.092446272,2501.883613,3462.524742
3.358433699,3427858.214,0.114362751,-1.684903527,6.982887756,2889.928938,4287.167461
2.213586578,2846738.278,0.08520971,-2.227791775,3.823524034,2918.111768,4619.699294
3.394569973,2124202.206,0.097896325,-1.666598253,10.15157517,2063.550466,1565.446032
5.025888241,2245318.554,0.091588638,0.144501897,12.42999367,4182.717428,2040.076007
5.199264331,3230491.049,0.10173313,0.884430326,2.780443214,3229.386978,3078.783652
2.483555649,2418571.434,0.111584712,-1.062400487,4.572346668,2535.173927,3523.922221
2.426323192,3476717.323,0.063593586,-1.73131138,7.516269451,4794.507655,3081.158295
2.825634869,3630205.565,0.111874209,-2.287100599,3.643557982,2358.898753,4275.224106
1.70865557,3803483.922,0.075827154,-0.555674553,12.07529275,4963.781882,1972.9782
4.213609354,2429469.496,0.094445557,-1.370555873,11.46463097,4598.063612,2674.824302
1.577431273,3716013.771,0.099887795,-2.557958733,11.0842924,4014.870669,2567.502804
4.321581726,4175651.63,0.049117174,0.48469547,5.03348727,3133.555638,2664.746315
1.701936292,3350644.155,0.082254583,0.078833138,9.727099166,3419.938935,4900.509349
3.0686356,4049403.521,0.056120564,-1.966469273,10.78992217,4035.109853,4868.561459
3.348515858,2181167.436,0.0346077,-1.721744424,6.345687673,4420.565391,4424.749863
4.533637359,2578733.195,0.103960582,0.134680137,2.830752746,4786.363544,926.9714088
2.497639209,4006899.749,0.068987726,-1.511226827,5.663245882,2157.76407,1303.019003
3.350044445,2978665.424,0.080096234,0.080514562,3.82875497,3171.48621,753.0386575
2.386836553,2343634.381,0.103029786,-2.883727548,10.79640002,2848.010367,977.5428968
4.338324622,3320579.399,0.08791785,-2.171986203,6.473684031,3688.724033,168.2503089
3.160967573,3646920.017,0.051216208,-1.636977853,3.472765144,3068.612992,94.52516564
4.283958756,2566519.89,0.047789941,-0.878526082,6.702948707,2254.023395,2456.192776
1.921913888,3006384.989,0.107230158,0.690840431,12.00269233,3908.572184,3330.115688
3.929270806,3479929.975,0.081827415,-2.530083917,9.676197486,2680.406947,6.197357064
3.507586001,4121904.572,0.059532285,0.487602932,4.012284689,3699.462234,2616.18778
2.637513785,3157006.971,0.054205861,-0.481937608,11.37630112,2987.837228,4394.720216
2.811744593,2973857.099,0.103235687,-0.639672326,6.282838602,2592.49602,144.6984834
2.635274888,2652971.846,0.060624991,-1.31336051,2.96389404,3958.507116,3574.900681
2.519887344,2501084.099,0.103287415,-0.819237251,7.616100199,4482.130847,4888.835442
5.035134987,3509966.948,0.033973529,-0.738975639,5.903353892,2628.093473,1938.053136
4.486307422,3760672.312,0.077731913,-0.177173004,7.983870041,3249.818674,2786.546683
3.317347812,2170026.724,0.115561491,0.683352945,7.560040763,3960.562459,2594.445315
3.66804685,2687916.786,0.025489488,-0.892232935,9.31715696,2739.258722,4004.092083
4.3198659,2999431.402,0.076019928,-2.701946279,2.691428609,4692.512054,2473.605286
4.837171214,3986454.431,0.045025862,-2.178698413,10.21900839,2014.237396,763.243961
2.467787397,3250398.617,0.057419362,-1.042735209,10.39988625,3896.208993,4645.178195
4.9258567,2708219.485,0.064849047,-2.684620194,10.47222028,3394.276487,2308.618086
3.634826343,3310605.526,0.113944081,-0.284815815,12.45685339,3684.634396,1102.317717
2.953089756,2183395.601,0.101370044,0.217085563,4.563190159,3311.237213,3735.015382
2.727605735,4182313.76,0.093167575,-0.735603425,2.654345629,2548.76032,4998.003787
4.774352846,3036991.923,0.040382407,-2.917800135,7.375304849,4369.40374,741.0750012
2.127650889,3161703.974,0.029091092,-0.361802429,10.33267727,4240.713394,244.442018
2.280892494,2332836.587,0.061507946,-1.56045448,9.768297329,4234.602064,117.5103496
4.431026707,3895456.218,0.027498204,-1.196726504,3.865622408,3473.865187,884.7089427
1.739702548,2639497.765,0.058709284,-0.488683164,5.400888663,4350.183595,4211.647232
2.887319028,3322057.664,0.05721382,-1.929755006,10.65221702,4644.738848,4104.700832
4.078222699,3089264.722,0.096040291,-1.022910906,9.584226483,3691.363356,3640.748004
2.389352069,3581236.618,0.086414613,-1.489373906,6.031095992,3502.506122,2087.430929
3.444662304,2583241.898,0.115657544,-0.520756341,12.33797219,4426.1858,449.7641855
3.636236146,4108863.272,0.057229241,-2.708058037,8.893522013,3854.493528,4098.765268
3.186168473,2529689.582,0.027029688,0.383109128,4.472974801,4007.853229,1884.514482
2.105097273,3116565.964,0.117449625,-1.603114228,10.425003,3132.392575,4412.548523
4.792010803,3994327.791,0.119636674,0.048084882,3.457262674,3291.521254,4023.760415
3.633517347,4037406.534,0.031895321,-1.066344554,9.322840062,2124.859095,346.1469101
2.29490638,4003350.962,0.054168928,0.899652303,3.742227551,3410.371049,3654.040237
3.692301223,3583306.279,0.044643734,0.871843448,12.10531918,2218.77873,3082.019226
4.543696806,4126231.403,0.078565037,-1.027892855,4.245022034,4511.164411,498.6351625
2.930916849,4101804.016,0.063557502,-1.350699081,11.10760241,2578.855636,681.2512652
5.195985402,4033141.41,0.088614196,0.475421822,3.656556541,2859.691192,995.9688093
5.201125773,3748690.847,0.02574617,-0.035312777,11.75143571,4020.732687,3201.415113
4.767539408,3431682.15,0.103416613,0.875385625,11.27309866,3465.52265,1774.56794
2.022938168,3288264.168,0.102891108,0.356728492,2.704898971,3446.556022,1201.758569
4.098687565,4141878.944,0.111001233,-1.242701273,7.768119551,2416.089052,1569.382818
4.681988165,2427821.208,0.119599548,0.253861275,10.51113793,3765.831512,1358.662518
3.441402894,4112612.528,0.11964843,-2.037276551,11.19205127,2066.245814,3442.304757
1.82053259,3688212.458,0.104618398,-1.172803322,4.423079136,4819.109939,2640.114766
3.039571411,3355796.818,0.071116427,-0.555058922,9.190856505,2060.909501,1811.580381
2.682067079,2748370.425,0.059447546,-1.92271502,12.20111813,2727.188183,2023.789663
4.058760442,3634615.525,0.041204738,0.88909151,11.18219637,3680.25897,709.5418443
1.992552068,3242495.402,0.098985118,0.468006271,5.323770638,3572.016283,4302.869264
2.763711138,3023873.573,0.11516264,-2.240925032,10.68755511,3859.907092,2671.951745
3.258378187,2585012.867,0.072275153,-0.165692842,2.791615349,3161.668568,446.1405398
3.675569803,2447881.976,0.048660404,0.324866487,8.128243308,2946.046222,2293.040469
3.208500611,3596590.554,0.042515147,-2.352862832,12.06641927,4086.946889,2801.399789
3.834047894,3613613.327,0.049966945,-1.963469174,2.867293034,4076.663492,444.3355391
2.868054062,2645093.812,0.02494018,-2.143146878,10.72066557,4211.210462,4852.081444
4.37410629,3644566.122,0.102932422,-0.150174946,4.443514423,2546.298103,1153.489311
4.468099312,3018152.998,0.111727302,-1.92091751,5.278444342,4215.909232,4213.56439
2.356122726,2755392.755,0.037098257,0.958346981,11.02987669,2347.449346,4233.183352
2.06779096,2736529.207,0.103770725,-2.271394124,9.468569097,3681.222308,3988.239783
1.954466211,3305507.535,0.098252093,-2.838288667,5.605346306,3118.769907,1118.712802
1.889017261,2949092.391,0.024500269,0.652782972,6.766048071,2275.493031,3297.867378
4.929855349,4068008.165,0.070593435,-2.327732402,6.479439748,3370.376171,2944.137204
3.468673763,3544203.272,0.094176789,-1.644302304,4.535823595,4726.934904,3957.711902
3.683446497,2730136.758,0.078639754,-0.914485667,12.3826806,3761.219829,674.1513765
4.925461119,3757777.471,0.041783363,0.702845752,8.420486556,3830.569182,665.8824103
3.385657537,2192463.963,0.058577745,0.606604058,11.81216573,3087.454289,416.1384448
3.111097679,3438483.295,0.022609731,0.490579467,7.159287466,2525.185824,4895.400414
3.859996664,3841561.973,0.073606979,-2.592453955,7.780033882,2191.707023,770.2128693
4.392415356,4077207.825,0.098906976,0.742975176,5.178665791,4194.191837,579.5863375
4.436851191,4061625.933,0.042147991,-0.535547644,9.77402387,4714.873965,1146.631006
3.93380041,2525238.616,0.052439865,-2.218070513,5.362532648,2432.313239,2538.464966
2.006833696,2261376.865,0.06274135,-2.792440113,10.86889385,3696.990423,2860.076923
4.818454431,2186003.462,0.07767698,0.429982551,9.879725013,4655.998228,2019.151575
3.08780142,3391971.396,0.092535609,-2.793126871,8.485740403,3606.471337,3561.853142
2.592071374,2158904.239,0.077954593,-0.305208039,8.311578786,2474.851451,2901.119339
4.329044131,2455661.469,0.023200452,-0.831614565,2.707004845,2792.96169,3085.335815
2.73463905,3669018.111,0.03597042,0.246693554,10.5927759,3323.369016,4363.376233
4.712552019,4108442.052,0.07030972,-2.497787172,9.034049754,4201.630281,2203.08437
3.957243845,3043959.967,0.075603926,-0.289012611,6.738365224,3459.411254,486.170551
4.099809933,3354582.013,0.048311266,0.034795453,10.38549924,3416.342269,3550.193496
